fact_one,caseNm,courtNm,judmnAdjuDe,caseNo
금전채권채무 관계에서 채무자가 채권자에 대하여 ‘타인의 사무를 처리하는 자’에 해당하는지 여부  채무자가 금전채무를 담보하기 위하여 ‘자동차 등 특정동산 저당법’ 등에 따라 그 소유의 동산에 관하여 채권자에게 저당권을 설정해 주기로 약정하거나 저당권을 설정한 경우 채권자에 대한 관계에서 배임죄의 주체인 ‘타인의 사무를 처리하는 자’에 해당하는지 여부 및 이때 채무자가 담보물을 제3자에게 처분하는 등으로 담보가치를 감소 또는 상실시켜 채권자의 담보권 실행이나 이를 통한 채권실현에 위험을 초래하는 경우 배임죄가 성립하는지 여부  위와 같은 법리는 금전채무를 담보하기 위하여 ‘공장 및 광업재단 저당법’에 따라 저당권이 설정된 동산을 채무자가 제3자에게 임의로 처분한 사안에도 마찬가지로 적용되는지 여부동산 매매계약에서 매도인이 매수인에 대하여 그의 사무를 처리하는 지위에 있는지 여부 및 이때 매도인이 목적물을 타에 처분한 경우 형법상 배임죄가 성립하는지 여부  권리이전에 등기·등록을 요하는 동산에 대한 매매계약에서 자동차 등의 매도인이 매수인에 대하여 그의 사무를 처리하는 지위에 있는지 여부 및 이때 매도인이 매수인에게 소유권이전등록을 하지 아니하고 타에 처분한 경우 배임죄가 성립하는지 여부,특정경제범죄가중처벌등에관한법률위반(사기)·사기·사문서위조·위조사문서행사·도로교통법위반·횡령·업무상배임·배임·근로기준법위반·근로자퇴직급여보장법위반·권리행사방해·조세범처벌법위반,대법원,2020.10.22.,2020도6258
민법 의 사용관계가 인정되기 위한 요건  타인에게 위탁하여 계속적으로 사무를 처리하여 왔고 객관적으로 타인의 행위가 위탁자의 지휘·감독 범위 내에 속하는 경우 그 타인은 민법 에서 정한 피용자에 해당하는지 여부  민법 의 사용관계에서 실질적 지휘·감독 관계가 있는지를 결정하는 기준갑이 중개보조인 을 및 그의 남편인 공인중개사 병의 중개로 오피스텔을 구입한 다음 월 임료 등 수익을 얻을 목적으로 위 오피스텔에 관한 ‘월 임료 있는 임대차계약’을 체결하면서 을 등으로 하여금 갑 명의로 임대차계약서를 작성하게 하고 임대차가 종료한 때에도 직접 임대차보증금을 반환하지 않고 을 등의 주도로 새로운 임차인이 전 임차인에게 보증금을 직접 지급하는 방법으로 반환하여 왔으며 월 임료의 수령도 을 등이 자신들의 계좌로 송금받아 다시 갑에게 송금하는 형태를 용인하고 임대인의 수선의무 역시 을 등으로 하여금 이를 이행하도록 하여 왔는데 위 오피스텔에 관한 종전 임대차계약 종료 후 을 등이 갑 몰래 전세계약 체결 권한이 있는 것처럼 새로운 임차인 정을 기망하여 그와 전세계약을 체결한 다음 보증금을 을의 계좌로 송금받아 편취하는 불법행위를 저지르자 정이 갑을 상대로 사용자책임을 구한 사안에서 갑은 을 등의 불법행위에 대해 민법 의 사용자책임을 부담한다고 한 사례,임대차보증금반환등,대법원,2022.2.11.,2021다283834
‘불이익변경의 금지’에 관한 형사소송법  의 취지  피고인만이 상소한 사건에서 상소심이 원심법원이 인정한 범죄사실의 일부를 무죄로 인정하면서도 피고인에 대하여 원심법원과 동일한 형을 선고한 것이 불이익변경금지 원칙에 위배되는지 여부피고인만의 상고에 의한 상고심에서 원심판결을 파기하고 사건을 항소심에 환송한 경우 불이익변경금지 원칙상 환송 후 원심법원은 파기된 환송 전 원심판결보다 중한 형을 선고할 수 없는지 여부,사기,대법원,2021.5.6.,2021도1282
검사가 공소장변경허가신청서를 제출하지 않고 공소사실에 대한 검사의 의견을 기재한 서면을 제출한 경우 이를 곧바로 공소장변경허가신청서를 제출한 것으로 볼 수 있는지 여부공소장의 기재가 불분명한 경우 법원이 취할 조치경합범 관계에 있는 공소사실 중 판결주문이 수 개일 때 피고인과 검사가 일부에 대하여만 상소한 경우 상소심에서 이를 파기할 때의 파기 범위  경합범 관계에 있는 공소사실 중 일부 유죄 일부 무죄를 선고하여 판결주문이 수 개일 때 검사가 판결 전부에 대하여 상소한 경우 상소심에서 이를 파기할 때 유죄 부분과 파기되는 무죄 부분을 함께 파기하여야 하는지 여부 및 이때 경합범 관계에 있는 공소사실이라도 개별적으로 파기되는 부분과 불가분의 관계에 있는 부분만을 파기하여야 하는 경우학부모들 및 대한민국에 대한 사기로 기소된 피고인에 대하여 제1심법원이 피해자 대한민국에 대한 사기 부분에 대하여 무죄를 선고하고 피해자 학부모들에 대한 사기 부분에 대하여 공소를 기각하자 검사가 제1심판결 전부에 대하여 항소를 제기한 사안에서 제1심판결 중 공소기각 부분을 파기하는 이상 제1심판결 중 무죄 부분도 함께 파기하여야 한다고 본 원심판단에 법리오해의 잘못이 있다고 한 사례,사기,대법원,2022.1.13.,2021도13108
마약류 관리에 관한 법률   에 의하여 허용되는 마약류의 ‘취급’과 취급이 허용되는 대상  마약류취급의료업자로부터 위 법에 따라 자신에 대한 투약 용도로 제공받아 소지하게 된 마약류를 자신이 아닌 다른 사람 등에게 투약하거나 다른 사람 등의 투약을 위하여 제공하는 행위가  에 의하여 금지된 것으로서   의 처벌대상에 해당하는지 여부,강간치상·마약류관리에관한법률위반(향정)·성폭력범죄의처벌등에관한특례법위반(카메라등이용촬영)·강제추행·특정경제범죄가중처벌등에관한법률위반(사기)·사기·공문서위조·위조공문서행사·부착명령,대법원,2022.3.17.,2021도16232
약사법  에 따라 금지되는 약국 개설행위의 의미  약사 등이 아닌 사람이 종전 개설자의 약국 개설ㆍ운영행위와 단절되는 새로운 개설ㆍ운영행위를 한 것으로 볼 수 있는 경우에도 약사법에서 금지하는 약국 개설행위에 해당하는지 여부,특정경제범죄가중처벌등에관한법률위반(사기)(일부인정된죄명:사기)ㆍ사기ㆍ마약류관리에관한법률위반(향정)ㆍ약사법위반,대법원,2021.7.29.,2021도6092
기망행위에 의하여 국가적 또는 공공적 법익을 침해한 경우 형법상 사기죄가 성립하기 위한 요건  기망행위에 의하여 조세를 포탈하거나 조세의 환급·공제를 받은 경우 형법상 사기죄가 성립하는지 여부,특정경제범죄가중처벌등에관한법률위반(사기)(예비적죄명:조세범처벌법위반)·사기미수·사문서위조·위조사문서행사·전자금융거래법위반·사기(예비적죄명:조세범처벌법위반)·사기방조(예비적죄명:조세범처벌법위반방조),대법원,2021.11.11.,2021도7831
소송사기를 인정할 때 유의할 사항  소송사기가 성립하기 위한 요건갑은 을에 대한 손해배상채권에 기하여 피고인을 상대로 ‘피고인이 을로부터 부동산을 매수한 것은 사해행위에 해당한다.’는 이유로 사해행위취소소송을 제기하여 제1심에서 승소판결을 받고 피고인은 이에 대해 추완항소를 제기하였는데 피고인은 선행 사해행위취소소송을 제기한 채권자 병과의 사이에 성립한 조정 결과에 따른 가액배상금의 변제를 완료하였으므로 이를 사해행위 대상 부동산의 담보가치에서 공제하여야 한다고 주장하며 해당 금융거래내역을 증거로 제출하였으나 사실은 미리 병으로부터 송금받은 금원을 거의 그대로 재송금한 거래내역에 불과하여 실제 채무변제가 완료되지는 않았고 피고인의 항소는 기각된 사안에서 피고인이 허위 주장 및 증거 제출의 고의로 사기죄의 실행에 착수하였다고 본 원심판단에 소송사기에 관한 법리오해의 잘못이 있다고 한 사례,사기미수,대법원,2022.5.26.,2022도1227
형법상 ‘절취’의 의미 및 사기죄에서 처분행위가 갖는 역할과 기능  피기망자의 의사에 기초한 어떤 행위를 통해 행위자 등이 재물 또는 재산상의 이익을 취득하였다고 평가할 수 있는 경우 사기죄에서 말하는 처분행위가 인정되는지 여부  피기망자와 재산상의 피해자가 같은 사람이 아닌 경우에 사기죄가 성립하려면 피기망자가 피해자를 위하여 그 재산을 처분할 수 있는 권능을 갖거나 그 지위에 있어야 하는지 여부피해자 갑은 드라이버를 구매하기 위해 특정 매장에 방문하였다가 지갑을 떨어뜨렸는데 10분쯤 후 피고인이 같은 매장에서 우산을 구매하고 계산을 마친 뒤 지갑을 발견하여 습득한 매장 주인 을로부터 “이 지갑이 선생님 지갑이 맞느냐?”라는 질문을 받자 “내 것이 맞다.”라고 대답한 후 이를 교부받아 가지고 간 사안에서 을의 행위는 사기죄에서 말하는 처분행위에 해당하고 피고인의 행위를 절취행위로 평가할 수 없다고 한 사례,절도(인정된죄명:사기),대법원,2022.12.29.,2022도12494
항소심에서 피고인이 불출석한 상태에서 그 진술 없이 판결하기 위해서는 피고인이 적법한 공판기일 통지를 받고서도 2회 연속으로 정당한 이유 없이 출정하지 않은 경우에 해당하여야 하는지 여부  이때 ‘적법한 공판기일 통지’에 공판기일 변경명령을 송달받은 경우도 포함되는지 여부,사기,대법원,2022.11.10.,2022도7940
형법  단서에 근거하여 몰수를 선고하기 위해서는 몰수의 요건이 공소가 제기된 공소사실과 관련되어 있어야 하는지 여부 및 공소가 제기되지 않은 별개의 범죄사실을 법원이 인정하여 그에 관하여 몰수나 추징을 선고할 수 있는지 여부부패재산의 몰수 및 회복에 관한 특례법      에서 정한 몰수·추징의 원인이 되는 범죄사실은 공소제기된 범죄사실에 한정되고 ‘범죄피해재산’은 그 공소제기된 범죄사실 피해자로부터 취득한 재산 또는 그 재산의 보유·처분에 의하여 얻은 재산에 한정되며 그 피해자의 피해회복이 심히 곤란하다고 인정되는 경우에만 몰수·추징이 허용되는지 여부,사기,대법원,2022.11.17.,2022도8662
유사수신행위를 금지·처벌하는 유사수신행위의 규제에 관한 법률    위반죄가 사기죄와 별개의 범죄인지 여부  유사수신행위를 한 자가 출자자에게 별도의 기망행위를 하여 유사수신행위로 조달받은 자금의 전부 또는 일부를 다시 투자받는 행위가 유사수신행위의 규제에 관한 법률 위반죄의 불가벌적 사후행위에 해당하는지 여부 및 별죄인 사기죄를 구성하는지 여부,특정경제범죄가중처벌등에관한법률위반(사기)·사기,대법원,2023.11.16.,2023도12424
다수의 피해자에 대하여 각각 기망행위를 하여 각 피해자로부터 재물을 편취한 경우 범의가 단일하고 범행방법이 동일하더라도 피해자별로 독립한 사기죄가 성립하는지 여부 및 이때 피해자들의 피해법익이 동일하다고 볼 수 있는 사정이 있는 경우 이들에 대한 사기죄를 포괄일죄로 볼 수 있는지 여부피고인이 부부인 피해자 갑과 을에게 ‘토지를 매수하여 분필한 후 이를 분양해서 원금 및 수익금을 지급하겠다.’면서 기망한 후 이에 속아 피고인에게 투자하기 위해 공동재산인 건물을 매도하여 돈을 마련한 피해자들로부터 피해자 갑 명의 예금계좌에서 1억 원 피해자 을 명의 예금계좌에서 4억 7500만 원 합계 5억 7500만 원을 송금받아 이를 편취하였다는 이유로 특정경제범죄 가중처벌 등에 관한 법률 위반죄로 기소된 사안에서 피해자들에 대한 사기죄의 피해법익이 동일하다고 평가될 수 있어 이들에 대한 사기죄가 포괄일죄를 구성한다고 한 사례,사기,대법원,2023.12.21.,2023도13514
